carat,cut,color,clarity,depth,table,price,x,y,z,volume
1.75,Premium,D,SI2,60.6,60.0,13485,7.78,7.74,4.7,283.02084
1.72,Premium,H,VS2,61.3,59.0,13486,7.69,7.72,4.72,280.21129599999995
2.01,Very Good,I,SI2,60.9,60.0,13488,8.0,8.15,4.92,320.784
2.07,Very Good,J,VS2,61.3,56.0,13495,8.16,8.2,5.02,335.89823999999993
2.01,Ideal,G,SI2,63.0,56.0,13498,7.98,7.9,5.0,315.21000000000004
2.02,Very Good,J,VS2,62.6,58.0,13499,8.03,8.1,5.05,328.46714999999995
1.72,Good,F,SI1,64.3,60.0,13499,7.52,7.56,4.85,275.72831999999994
1.72,Good,F,SI1,63.2,61.0,13499,7.57,7.62,4.8,276.88032000000004
1.51,Very Good,G,VVS2,63.6,57.0,13500,7.2,7.32,4.62,243.49248
2.09,Very Good,I,SI2,63.1,60.0,13500,8.04,8.12,5.1,332.9524799999999
2.33,Very Good,H,SI2,63.2,56.0,13500,8.44,8.35,5.31,374.2169399999999
2.02,Fair,H,SI1,66.3,57.0,13502,7.71,7.79,5.14,308.71302599999996
1.76,Very Good,H,VS2,62.2,60.0,13503,7.68,7.72,4.79,283.99718399999995
1.5,Premium,F,VS2,62.0,53.0,13506,7.37,7.33,4.56,246.34077599999998
1.5,Premium,F,VS2,61.3,58.0,13506,7.36,7.31,4.5,242.1072
1.54,Ideal,G,VS2,60.2,59.0,13508,7.47,7.52,4.51,253.34654399999994
2.2,Ideal,I,SI2,62.2,56.0,13512,8.33,8.29,5.17,357.01796899999994
1.5,Premium,E,VS1,60.1,60.0,13513,7.42,7.48,4.48,248.64716800000005
1.51,Good,G,VS1,62.4,59.0,13515,7.25,7.28,4.53,239.09340000000003
1.5,Very Good,G,VS2,61.1,60.0,13528,7.4,7.3,4.49,242.54980000000003
1.29,Ideal,E,VVS2,59.8,59.0,13530,7.07,7.11,4.24,213.13504800000004
1.52,Premium,F,VS2,59.4,60.0,13530,7.61,7.5,4.49,256.26675
2.0,Ideal,H,VS2,61.6,57.0,13531,8.11,8.08,4.99,326.98871199999996
1.51,Ideal,G,VS2,62.1,55.0,13532,7.33,7.38,4.57,247.215978
1.25,Ideal,E,VVS1,62.6,56.0,13536,6.83,6.91,4.3,202.93979000000002
1.5,Very Good,F,VS2,59.7,56.0,13537,7.42,7.46,4.44,245.76820800000002
1.22,Ideal,F,VVS1,62.0,54.0,13539,6.88,6.9,4.27,202.70543999999998
2.14,Premium,G,SI2,60.7,59.0,13540,8.37,8.31,5.06,351.946782
2.0,Very Good,J,VS2,60.7,60.0,13542,8.05,8.17,4.92,323.58102
2.0,Good,J,VS2,58.0,62.0,13542,8.17,8.25,4.76,320.8359
2.0,Good,J,VS2,61.4,63.0,13542,8.01,8.08,4.94,319.720752
2.05,Premium,J,VS2,62.3,60.0,13543,8.09,8.15,5.06,333.62350999999995
1.55,Ideal,H,IF,61.4,57.0,13544,7.47,7.42,4.57,253.30321800000002
2.04,Good,J,VS2,59.6,56.0,13550,8.26,8.31,4.94,339.08456400000006
2.0,Premium,J,VS2,61.5,59.0,13552,8.06,8.11,4.97,324.872002
1.5,Fair,G,VVS2,64.8,56.0,13553,7.18,7.12,4.63,236.693008
2.22,Premium,F,SI2,59.2,59.0,13553,8.54,8.46,5.03,363.40945200000004
1.61,Ideal,G,VS2,62.2,56.0,13553,7.52,7.47,4.66,261.772704
2.02,Very Good,G,SI2,63.3,59.0,13554,8.05,7.96,5.07,324.87546000000003
2.02,Very Good,G,SI2,63.2,54.0,13554,7.96,7.82,4.99,310.61352800000003
1.63,Very Good,E,VS2,61.8,58.0,13555,7.49,7.57,4.65,263.651745
2.17,Premium,J,SI2,62.3,58.0,13556,8.31,8.26,5.16,354.18549600000006
1.58,Ideal,E,SI1,61.0,57.0,13557,7.55,7.5,4.59,259.90875
2.3,Premium,J,SI2,59.7,58.0,13560,8.63,8.68,5.17,387.276428
1.81,Premium,E,SI2,58.2,61.0,13561,8.09,8.02,4.69,304.29564200000004
2.41,Premium,I,SI2,60.7,59.0,13563,8.7,8.64,5.26,395.38367999999997
2.02,Very Good,J,VS2,61.5,59.0,13564,8.06,8.13,4.98,326.3284440000001
2.01,Premium,J,VS2,61.5,60.0,13572,8.13,8.07,4.98,326.7333180000001
2.01,Ideal,I,SI2,62.9,56.0,13574,8.06,8.03,5.06,327.492308
2.01,Premium,I,SI2,59.2,60.0,13574,8.31,8.27,4.91,337.433367
1.62,Premium,G,VS2,62.3,58.0,13578,7.49,7.54,4.68,264.301128
2.22,Very Good,J,SI2,62.8,57.0,13579,8.29,8.33,5.22,360.47075399999994
1.61,Premium,D,SI1,61.4,60.0,13582,7.56,7.51,4.63,262.87102799999997
1.83,Very Good,I,VS1,61.9,57.0,13587,7.85,7.91,4.88,303.01628
2.01,Fair,H,SI2,65.8,63.0,13587,7.77,7.68,5.08,303.141888
2.01,Good,I,SI1,64.1,62.0,13587,7.94,7.85,5.06,315.38473999999997
2.01,Fair,H,SI2,61.2,66.0,13587,8.21,8.09,4.98,330.76612200000005
1.06,Ideal,D,VVS2,61.8,56.0,13588,6.49,6.53,4.03,170.79019100000002
1.06,Ideal,D,VVS2,61.9,56.0,13588,6.51,6.54,4.04,172.004616
1.51,Ideal,D,SI1,61.9,56.0,13588,7.35,7.41,4.57,248.898195
1.16,Ideal,F,VVS1,61.5,56.0,13595,6.76,6.81,4.17,191.96845199999998
1.21,Ideal,E,VVS1,62.0,55.0,13595,6.8,6.88,4.24,198.36416
2.01,Very Good,J,VS2,63.2,55.0,13596,7.97,8.04,5.07,324.87951599999997
1.5,Good,G,VS1,63.8,58.0,13596,7.12,7.21,4.57,234.601864
1.5,Very Good,G,VS1,60.2,58.0,13596,7.38,7.41,4.45,243.35181
1.2,Ideal,E,VVS1,61.6,57.0,13597,6.83,6.78,4.19,194.02800600000003
2.25,Very Good,J,SI2,58.4,63.0,13597,8.6,8.65,5.04,374.92560000000003
2.11,Premium,G,SI2,62.2,58.0,13598,8.19,8.23,5.11,344.432907
1.36,Premium,E,VVS2,59.8,59.0,13598,7.12,7.2,4.38,224.53632000000002
2.01,Premium,H,VS2,62.6,59.0,13599,8.02,7.88,4.98,314.724048
2.04,Premium,J,VS2,61.4,59.0,13600,8.14,8.04,4.97,325.264632
1.5,Good,D,SI1,61.3,61.0,13603,7.32,7.39,4.51,243.967548
1.7,Ideal,G,VS1,62.9,57.0,13605,7.59,7.52,4.75,271.1148
1.52,Premium,G,VS2,62.0,58.0,13606,7.39,7.33,4.56,247.00927199999998
1.88,Very Good,I,VS2,62.2,57.0,13607,7.79,7.86,4.87,298.187178
1.54,Premium,G,VS1,61.9,59.0,13609,7.34,7.37,4.55,246.13589
2.04,Very Good,J,VS2,63.0,58.0,13609,7.99,8.02,5.04,322.96219199999996
1.72,Premium,H,VS2,61.3,59.0,13609,7.72,7.69,4.72,280.21129599999995
2.01,Premium,F,SI2,58.4,59.0,13610,8.26,8.24,4.82,328.060768
2.21,Ideal,H,SI2,61.9,56.0,13615,8.4,8.36,5.19,364.46256000000005
2.01,Premium,J,VS2,60.4,59.0,13619,8.1,8.15,4.91,324.13365
2.03,Good,G,SI2,62.7,65.0,13621,8.17,7.92,5.06,327.414384
2.15,Very Good,J,SI1,62.4,60.0,13622,8.18,8.24,5.12,345.104384
1.72,Very Good,F,SI1,63.2,61.0,13622,7.62,7.57,4.8,276.88032000000004
1.72,Good,F,SI1,64.3,60.0,13622,7.56,7.52,4.85,275.72831999999994
1.72,Fair,F,SI1,64.8,58.0,13622,7.5,7.46,4.85,271.3575
1.51,Very Good,E,VS2,62.4,58.0,13623,7.26,7.33,4.55,242.13189
1.25,Ideal,F,VVS2,61.8,57.0,13623,6.9,6.95,4.28,205.24740000000003
1.51,Very Good,G,VS1,63.5,55.0,13624,7.26,7.3,4.62,244.85076
1.76,Premium,H,VS2,62.2,60.0,13626,7.72,7.68,4.79,283.99718399999995
1.5,Very Good,D,VS2,63.8,55.0,13629,7.24,7.28,4.63,244.034336
1.53,Ideal,H,VVS2,62.2,57.0,13629,7.32,7.37,4.57,246.54418800000002
1.21,Very Good,D,VVS2,62.4,56.0,13630,6.76,6.83,4.24,195.764192
1.59,Very Good,D,SI1,62.8,54.0,13631,7.43,7.48,4.68,260.097552
1.7,Ideal,H,VS2,62.2,57.0,13632,7.63,7.67,4.76,278.565196
1.51,Premium,G,VS1,62.4,59.0,13638,7.28,7.25,4.53,239.09340000000003
2.21,Premium,J,SI2,62.7,57.0,13642,8.33,8.25,5.2,357.35699999999997
2.02,Premium,I,SI2,61.4,57.0,13642,8.18,8.08,4.99,329.811056
1.69,Ideal,I,VS2,60.5,56.0,13645,7.74,7.77,4.69,282.05566200000004
1.51,Ideal,F,VS2,62.2,53.0,13646,7.31,7.35,4.56,245.00195999999997
1.5,Good,E,VS2,63.7,56.0,13653,7.18,7.16,4.57,234.938216
1.23,Ideal,D,VVS2,62.4,55.0,13653,6.87,6.82,4.27,200.06401799999998
1.5,Ideal,F,VS2,60.2,57.0,13653,7.43,7.39,4.46,244.888342
2.32,Good,J,SI1,60.3,61.0,13654,8.56,8.52,5.15,375.5956800000001
2.02,Very Good,H,SI2,63.1,54.0,13655,8.09,7.99,5.07,327.720237
1.78,Very Good,F,SI1,60.6,57.0,13659,7.89,7.94,4.8,300.70367999999996
1.71,Ideal,I,VVS2,61.9,57.0,13660,7.62,7.67,4.73,276.44674200000003
1.21,Ideal,E,VVS2,61.7,57.0,13661,6.8,6.88,4.22,197.42847999999998
1.55,Ideal,H,VS1,62.0,57.0,13665,7.37,7.43,4.59,251.34426899999997
1.71,Premium,G,SI1,60.6,58.0,13666,7.79,7.75,4.71,284.35447500000004
2.05,Premium,J,VS2,62.3,60.0,13667,8.15,8.09,5.06,333.62350999999995
2.01,Very Good,I,SI2,59.5,58.0,13669,8.18,8.21,4.88,327.730064
1.26,Ideal,F,IF,62.6,57.0,13671,6.94,6.84,4.31,204.59397599999997
2.07,Premium,J,VS2,61.5,59.0,13675,8.16,8.2,5.03,336.56735999999995
2.0,Ideal,G,SI1,61.7,55.0,13675,8.11,8.07,4.99,326.584023
2.0,Premium,J,VS2,61.5,59.0,13675,8.11,8.06,4.97,324.872002
2.02,Premium,E,SI2,59.9,58.0,13677,8.18,8.14,4.89,325.601628
1.63,Premium,E,VS2,61.8,58.0,13678,7.57,7.49,4.65,263.651745
1.5,Premium,F,VS2,62.8,58.0,13680,7.21,7.16,4.51,232.822436
1.7,Ideal,H,VS2,62.4,57.0,13681,7.61,7.56,4.73,272.12446800000004
1.51,Good,G,VS1,63.1,60.0,13686,7.24,7.3,4.59,242.59067999999996
1.51,Very Good,G,VS1,62.5,58.0,13686,7.23,7.27,4.53,238.10631300000003
2.02,Premium,J,VS2,62.0,59.0,13687,8.06,8.08,5.0,325.624
1.77,Very Good,I,VS2,60.2,58.0,13691,7.88,7.83,4.73,291.84289200000006
2.01,Very Good,I,SI1,61.8,62.0,13691,7.98,8.07,4.96,319.417056
2.02,Very Good,J,VS2,59.3,60.0,13693,8.28,8.34,4.93,340.442136
2.11,Premium,I,SI2,62.3,56.0,13701,8.23,8.13,5.1,341.24049
2.29,Fair,J,VS2,57.0,66.0,13701,8.8,8.6,4.98,376.8864000000001
1.62,Premium,G,VS2,62.3,58.0,13702,7.54,7.49,4.68,264.301128
2.22,Premium,J,SI2,61.8,58.0,13703,8.42,8.31,5.17,361.74593400000003
2.22,Ideal,J,SI2,62.8,57.0,13703,8.33,8.29,5.22,360.47075399999994
1.5,Very Good,E,VS2,61.7,60.0,13710,7.29,7.34,4.51,241.32378599999998
2.29,Premium,G,SI2,60.1,58.0,13711,8.63,8.58,5.17,382.81471799999997
1.83,Premium,I,VS1,61.9,57.0,13711,7.91,7.85,4.88,303.01628
1.57,Ideal,G,VS2,61.4,55.0,13713,7.48,7.52,4.61,259.310656
1.53,Ideal,D,SI1,61.2,56.0,13714,7.48,7.45,4.57,254.66782000000003
2.2,Premium,I,SI2,61.8,54.0,13719,8.45,8.4,5.2,369.09600000000006
1.5,Premium,G,VS1,59.2,59.0,13720,7.44,7.39,4.39,241.36922399999997
1.5,Premium,G,VS1,60.2,58.0,13720,7.41,7.38,4.45,243.35181
1.5,Good,G,VS1,63.8,58.0,13720,7.21,7.12,4.57,234.601864
1.5,Premium,G,VS1,60.8,61.0,13720,7.36,7.29,4.45,238.76208000000003
2.01,Fair,G,SI2,65.0,60.0,13721,7.8,7.73,5.05,304.48470000000003
1.56,Ideal,G,SI1,60.4,56.0,13724,7.51,7.55,4.55,257.98727499999995
1.3,Very Good,E,VVS2,60.5,58.0,13725,7.05,7.11,4.28,214.53714000000002
2.29,Ideal,J,SI2,61.8,56.4,13726,8.4,8.5,5.23,373.4220000000001
1.5,Very Good,F,VS2,62.6,59.0,13728,7.21,7.26,4.53,237.121038
1.4,Premium,D,VS1,62.8,58.0,13730,7.17,7.07,4.47,226.592793
2.07,Premium,J,SI1,61.7,60.0,13731,8.23,8.15,5.05,338.726225
2.08,Very Good,J,VS2,60.6,61.0,13732,8.24,8.34,5.02,344.98243199999996
1.54,Premium,G,VS1,61.9,59.0,13733,7.37,7.34,4.55,246.13589
2.04,Premium,J,VS2,63.0,58.0,13734,8.02,7.99,5.04,322.96219199999996
1.54,Very Good,F,VS2,60.8,58.0,13735,7.43,7.56,4.56,256.13884799999994
1.5,Premium,G,VS1,62.7,58.0,13736,7.32,7.2,4.55,239.8032
1.7,Premium,F,VS2,62.5,61.0,13737,7.54,7.45,4.69,263.45137000000005
1.7,Premium,G,SI1,62.5,61.0,13737,7.54,7.47,4.69,264.15862200000004
2.01,Premium,J,VS2,60.4,59.0,13744,8.15,8.1,4.91,324.13365
2.01,Fair,J,VS2,64.9,60.0,13744,7.82,7.78,5.06,307.848376
2.15,Premium,J,SI1,62.4,60.0,13746,8.24,8.18,5.12,345.104384
1.51,Ideal,G,VS2,60.9,57.0,13752,7.39,7.46,4.52,249.18488799999997
2.1,Premium,I,VS2,59.2,60.0,13753,8.38,8.35,4.95,346.36635
2.01,Premium,I,SI1,58.9,59.0,13755,8.26,8.22,4.85,329.30141999999995
1.7,Ideal,H,VS2,62.2,57.0,13756,7.67,7.63,4.76,278.565196
1.51,Very Good,E,VS2,63.3,61.0,13757,7.24,7.17,4.56,236.713248
1.51,Premium,E,VS2,62.2,58.0,13757,7.33,7.27,4.54,241.932514
1.51,Very Good,E,VS2,63.2,56.0,13757,7.28,7.22,4.58,240.732128
2.13,Premium,F,SI2,62.4,58.0,13760,8.22,8.16,5.11,342.75427200000007
1.54,Ideal,G,VS2,60.6,57.0,13761,7.55,7.49,4.56,257.86572
1.74,Ideal,H,VS2,61.5,55.0,13761,7.79,7.73,4.77,287.233659
2.0,Fair,I,SI1,65.9,60.0,13764,7.8,7.73,5.12,308.70528
2.0,Fair,H,SI1,61.2,50.0,13764,8.17,8.08,4.97,328.087592
1.7,Premium,F,SI1,62.3,58.0,13766,7.63,7.59,4.74,274.501458
2.05,Premium,G,SI1,62.2,56.0,13767,8.19,8.08,5.06,334.8465119999999
1.52,Premium,G,VS2,62.8,60.0,13768,7.26,7.22,4.55,238.49825999999996
1.52,Ideal,G,VS2,62.1,56.0,13768,7.39,7.34,4.57,247.888682
2.18,Ideal,I,VS2,62.0,57.0,13769,8.35,8.24,5.14,353.65256
1.51,Ideal,F,VS2,62.2,53.0,13771,7.35,7.31,4.56,245.00195999999997
1.51,Premium,F,VS2,62.0,62.0,13771,7.35,7.23,4.52,240.19505999999998
1.52,Ideal,G,VS1,59.7,57.0,13777,7.48,7.5,4.47,250.767
2.01,Ideal,I,SI2,62.5,55.0,13777,8.12,8.08,5.06,331.984576
1.84,Premium,H,SI1,59.7,58.0,13779,7.98,8.01,4.77,304.897446
2.17,Very Good,J,SI2,60.8,59.0,13782,8.37,8.41,5.1,358.99766999999997
2.22,Very Good,J,SI1,58.7,60.0,13782,8.51,8.57,5.01,365.382807
2.61,Good,I,SI2,64.2,63.0,13784,8.66,8.57,5.53,410.415586
2.07,Premium,E,SI2,61.4,58.0,13786,8.24,8.19,5.04,340.12742399999996
2.07,Premium,E,SI2,58.9,61.0,13786,8.45,8.35,4.95,349.25962499999997
2.07,Premium,H,SI1,62.0,58.0,13786,8.17,8.09,5.04,333.12031199999996
1.56,Ideal,G,VS2,62.3,53.0,13787,7.41,7.49,4.64,257.524176
2.04,Premium,H,SI2,62.8,57.0,13790,8.13,8.08,5.09,334.36413600000003
2.04,Very Good,H,SI2,63.2,58.0,13790,8.1,8.0,5.09,329.832
2.1,Very Good,H,SI2,63.3,57.0,13790,8.2,8.08,5.15,341.21840000000003
1.54,Ideal,G,VS2,61.2,56.0,13794,7.43,7.47,4.56,253.08957599999997
2.01,Ideal,I,SI2,62.3,57.0,13796,8.06,8.08,5.03,327.57774400000005
2.26,Very Good,H,SI2,63.1,58.0,13797,8.3,8.22,5.21,355.4574600000001
1.52,Very Good,D,VS2,62.4,58.0,13799,7.23,7.28,4.53,238.43383200000005
2.07,Premium,J,VS2,61.5,59.0,13800,8.2,8.16,5.03,336.56735999999995
1.24,Ideal,D,VVS2,62.6,55.0,13803,6.89,6.94,4.33,207.04587800000002
2.09,Ideal,I,SI2,61.2,57.0,13807,8.19,8.27,5.04,341.36575199999993
1.52,Ideal,G,VS2,62.8,54.0,13809,7.3,7.36,4.61,247.68608000000003
1.51,Very Good,G,VS1,63.3,53.0,13811,7.33,7.26,4.62,245.856996
2.01,Premium,D,SI2,59.1,60.0,13811,8.31,8.21,4.88,332.93848800000006
1.51,Ideal,G,VS1,62.8,56.0,13811,7.29,7.24,4.56,240.674976
1.51,Very Good,G,VS1,63.1,60.0,13811,7.3,7.24,4.59,242.59067999999996
1.51,Premium,G,VS1,62.5,58.0,13811,7.27,7.23,4.53,238.10631300000003
2.18,Very Good,J,SI1,62.9,59.0,13812,8.21,8.25,5.18,350.85435
2.02,Premium,J,VS2,62.0,59.0,13812,8.08,8.06,5.0,325.624
1.82,Premium,I,VS1,61.4,60.0,13813,7.8,7.83,4.8,293.1552
1.51,Ideal,G,VS1,61.7,54.0,13818,7.36,7.41,4.56,248.691456
1.71,Very Good,F,VS2,63.5,59.0,13818,7.51,7.46,4.75,266.11685
1.51,Good,F,VS2,62.0,59.0,13819,7.18,7.37,4.51,238.65386599999997
1.5,Ideal,G,VS1,61.3,53.9,13820,7.37,7.42,4.53,247.72486200000003
2.0,Premium,I,SI2,60.7,61.0,13820,8.09,8.03,4.89,317.667603
1.7,Ideal,H,VS1,62.4,55.0,13823,7.61,7.69,4.77,279.144693
1.27,Ideal,F,VVS2,61.0,57.0,13823,6.98,7.02,4.27,209.22829199999998
1.22,Premium,E,VVS1,61.1,60.0,13824,6.87,6.85,4.19,197.17930500000003
2.04,Very Good,J,VS2,62.4,57.0,13825,8.04,8.19,5.06,333.18885599999993
2.14,Fair,F,SI2,64.8,60.0,13825,8.11,8.0,5.22,338.67359999999996
2.24,Premium,J,SI2,62.2,59.0,13827,8.37,8.33,5.19,361.857699
1.51,Premium,G,VVS2,62.9,60.0,13828,7.3,7.21,4.56,240.00647999999995
1.51,Ideal,G,VS2,62.3,54.0,13828,7.35,7.33,4.57,246.21103499999998
1.51,Premium,G,VS2,61.1,58.0,13828,7.42,7.38,4.45,243.68022
2.31,Premium,H,SI2,59.2,61.0,13831,8.65,8.57,5.1,378.06555000000003
2.01,Premium,I,SI2,62.6,56.0,13833,8.1,8.0,5.04,326.592
1.59,Ideal,H,VS1,60.7,56.0,13839,7.54,7.58,4.59,262.333188
2.14,Ideal,I,VS2,62.2,57.0,13844,8.22,8.19,5.1,343.34117999999995
2.07,Premium,H,SI1,61.1,58.0,13844,8.27,8.2,5.03,341.10442
1.5,Good,E,VS2,63.9,58.0,13846,7.21,7.19,4.6,238.46354
1.54,Ideal,G,VS1,62.3,57.0,13846,7.35,7.38,4.59,248.97536999999997
2.52,Fair,H,SI2,65.4,59.0,13846,8.49,8.42,5.53,395.316474
2.01,Very Good,I,SI1,60.8,60.0,13849,8.12,8.15,4.95,327.5811
2.01,Good,H,SI2,63.1,55.0,13849,7.99,8.09,5.07,327.720237
2.02,Premium,H,SI2,62.6,59.0,13850,8.03,7.97,5.01,320.63549099999994
1.6,Ideal,F,VS2,60.1,57.0,13853,7.65,7.59,4.58,265.93083
1.5,Good,F,VS2,63.6,55.0,13853,7.27,7.22,4.61,241.976134
1.5,Fair,F,VS2,65.3,57.0,13853,7.15,7.12,4.66,237.23128000000003
1.5,Premium,F,VS2,60.9,60.0,13853,7.42,7.35,4.5,245.41649999999998
2.03,Very Good,D,SI2,63.1,58.0,13858,8.02,7.98,5.05,323.19798
2.09,Premium,J,SI1,62.2,59.0,13864,8.23,8.16,5.1,342.49968
2.02,Very Good,I,SI2,61.1,61.0,13865,8.08,8.11,4.95,324.36755999999997
1.76,Premium,D,SI2,59.6,58.0,13867,7.9,7.86,4.7,291.84180000000003
1.58,Very Good,D,SI1,62.7,60.0,13869,7.37,7.41,4.63,252.852171
2.21,Premium,H,SI2,59.0,59.0,13872,8.51,8.46,5.01,360.692946
1.69,Ideal,F,SI1,63.0,57.0,13872,7.62,7.55,4.78,274.99818
1.43,Premium,D,VS2,62.6,59.0,13873,7.19,7.21,4.51,233.797949
1.61,Ideal,H,VS2,61.8,56.0,13873,7.48,7.52,4.63,260.435648
2.07,Ideal,I,SI2,61.6,56.0,13879,8.16,8.18,5.04,336.413952
2.03,Ideal,J,VS2,62.1,57.0,13880,8.15,8.08,5.04,331.89408000000003
1.69,Ideal,H,VS1,61.0,57.0,13882,7.72,7.66,4.69,277.344088
2.12,Premium,E,SI2,62.4,58.0,13884,8.22,8.18,5.12,344.266752
2.26,Premium,H,SI2,61.1,57.0,13885,8.45,8.4,5.15,365.547
1.67,Ideal,H,VS1,61.8,55.9,13887,7.57,7.6,4.69,269.82508
1.5,Very Good,E,VS2,62.9,56.0,13892,7.31,7.22,4.57,241.19637400000002
2.0,Very Good,I,SI2,59.5,61.0,13892,8.16,8.18,4.86,324.39916800000003
1.5,Good,E,VS2,63.9,58.0,13899,7.2,7.24,4.61,240.31008000000003
1.52,Ideal,G,VS1,59.7,57.0,13903,7.5,7.48,4.47,250.767
1.52,Good,G,VS1,64.0,58.0,13903,7.22,7.18,4.61,238.980556
1.71,Very Good,H,VS1,62.0,56.0,13904,7.64,7.68,4.75,278.7072
1.84,Premium,H,SI1,59.7,58.0,13905,8.01,7.98,4.77,304.897446
2.28,Ideal,G,SI2,61.6,57.0,13907,8.44,8.37,5.18,365.92970399999996
2.06,Premium,G,SI2,60.7,58.0,13908,8.18,8.25,4.99,336.75015
1.79,Ideal,I,VS1,61.3,57.0,13908,7.86,7.81,4.8,294.65568
1.55,Ideal,G,VS2,61.6,55.0,13912,7.45,7.48,4.6,256.3396
2.06,Premium,I,SI2,61.0,61.0,13912,8.18,8.1,5.02,332.61515999999995
1.58,Ideal,F,VS2,60.0,57.0,13917,7.52,7.58,4.53,258.217248
2.2,Good,H,SI2,63.6,58.0,13919,8.21,8.17,5.21,349.4643970000001
1.9,Premium,G,SI2,63.0,58.0,13919,7.93,7.86,4.97,309.77910599999996
2.28,Premium,H,SI1,59.3,58.0,13919,8.6,8.56,5.09,374.70544
1.52,Premium,F,VS2,60.9,61.0,13919,7.46,7.28,4.49,243.84651200000005
2.0,Ideal,I,SI2,61.1,59.0,13921,8.07,8.11,4.94,323.311638
2.26,Very Good,H,SI2,63.3,59.0,13923,8.35,8.26,5.25,362.09774999999996
1.53,Ideal,G,VS1,60.6,54.0,13926,7.49,7.47,4.53,253.454859
2.01,Good,H,SI1,56.7,58.0,13929,8.31,8.36,4.73,328.600668
1.24,Ideal,D,VVS2,62.6,55.0,13929,6.94,6.89,4.33,207.04587800000002
2.1,Premium,J,SI1,62.9,58.0,13930,8.15,8.09,5.11,336.920185
2.23,Premium,J,SI2,61.3,60.0,13931,8.4,8.35,5.13,359.8182
2.09,Ideal,I,SI2,61.2,57.0,13933,8.27,8.19,5.04,341.36575199999993
2.18,Premium,J,SI1,62.9,59.0,13938,8.25,8.21,5.18,350.85435
1.82,Premium,I,VS1,61.4,60.0,13939,7.83,7.8,4.8,293.1552
2.01,Very Good,G,SI2,61.3,60.0,13940,8.08,8.17,4.98,328.747728
1.6,Premium,G,VS2,61.6,60.0,13942,7.55,7.49,4.63,261.824185
1.51,Very Good,F,VS2,61.9,63.0,13945,7.35,7.26,4.52,241.19171999999998
1.51,Premium,F,VS2,62.0,59.0,13945,7.37,7.18,4.51,238.65386599999997
1.51,Premium,F,VS2,61.7,58.0,13945,7.33,7.28,4.51,240.664424
1.51,Premium,F,VS2,62.9,61.0,13945,7.31,7.22,4.57,241.19637400000002
2.06,Very Good,J,VS2,61.8,59.0,13948,8.14,8.2,5.05,337.0774
1.7,Ideal,H,VS1,62.4,55.0,13949,7.69,7.61,4.77,279.144693
1.58,Ideal,H,VS1,60.4,57.0,13950,7.55,7.65,4.59,265.106925
1.71,Premium,G,VS2,61.3,58.0,13951,7.79,7.7,4.75,284.91925000000003
1.25,Very Good,F,IF,60.3,58.0,13953,6.96,7.03,4.22,206.479536
2.08,Good,I,SI2,63.8,58.0,13956,8.02,8.1,5.14,333.9046799999999
1.5,Very Good,E,VS2,61.0,55.0,13963,7.38,7.45,4.52,248.51412
1.58,Very Good,G,VS1,62.8,57.0,13963,7.34,7.4,4.63,251.48308
1.21,Ideal,D,VVS2,61.3,56.0,13965,6.86,6.9,4.22,199.74948
1.13,Ideal,D,VVS1,61.5,55.0,13968,6.74,6.69,4.13,186.224178
1.71,Very Good,E,SI1,63.4,56.0,13970,7.58,7.5,4.78,271.743
2.01,Good,I,SI1,63.8,57.0,13976,7.95,7.91,5.06,318.19557
2.19,Good,G,SI1,63.7,56.0,13978,8.26,8.17,5.23,352.94236600000005
2.21,Premium,H,SI1,61.1,58.0,13983,8.39,8.34,5.11,357.55998600000004
2.0,Premium,H,SI1,59.8,60.0,13986,8.04,8.01,4.8,309.12191999999993
1.51,Ideal,E,VS2,59.8,59.0,13986,7.55,7.47,4.49,253.229265
2.0,Premium,G,SI2,61.1,60.0,13986,8.1,8.03,4.93,320.66198999999995
2.02,Premium,I,SI2,61.1,61.0,13991,8.11,8.08,4.95,324.36755999999997
2.02,Premium,I,SI2,62.9,60.0,13991,8.05,8.01,5.05,325.626525
2.07,Premium,H,SI1,62.7,58.0,13993,8.14,8.09,5.09,335.18973400000004
2.07,Good,I,SI1,63.6,58.0,13993,8.09,7.99,5.11,330.30580100000003
1.08,Ideal,E,VVS1,61.5,58.0,13994,6.57,6.64,4.06,177.11668799999998
1.53,Ideal,G,VS1,62.2,56.0,13994,7.36,7.31,4.56,245.33529599999997
1.51,Ideal,G,VS1,62.1,55.0,13995,7.38,7.33,4.57,247.215978
1.58,Premium,D,SI1,62.7,60.0,13995,7.41,7.37,4.63,252.852171
2.13,Very Good,J,SI1,62.8,58.0,13996,8.13,8.17,5.12,340.08115200000003
2.11,Premium,J,SI1,62.4,58.0,13996,8.27,8.17,5.13,346.613067
1.5,Good,G,IF,59.9,59.0,13998,7.39,7.46,4.45,245.32583
1.67,Ideal,H,VS1,61.8,56.0,14014,7.6,7.57,4.69,269.82508
1.71,Ideal,H,VS2,62.1,56.0,14017,7.64,7.7,4.76,280.02128
1.63,Ideal,E,SI1,60.5,59.0,14022,7.66,7.62,4.62,269.665704
2.09,Premium,G,SI2,59.8,59.0,14024,8.37,8.32,4.99,347.495616
1.5,Good,E,VS2,63.9,58.0,14026,7.24,7.2,4.61,240.31008000000003
2.02,Ideal,I,SI2,60.9,60.0,14027,8.08,8.14,4.94,324.9097280000001
2.02,Good,I,SI2,58.2,57.0,14027,8.31,8.35,4.85,336.534225
